paragraphs_count;sentences_count;words_count;letters_count;total_question_marks;total_punctuation_signs;name;author
25;119;916;4518;12;303;./data/A_P_Chehov\Мыслитель (Чехов).txt;A_P_Chehov
51;205;1239;6706;25;433;./data/A_P_Chehov\На волчьей садке (Чехов).txt;A_P_Chehov
26;86;419;2260;8;161;./data/A_P_Chehov\На гвозде (Чехов).txt;A_P_Chehov
32;97;568;2779;14;222;./data/A_P_Chehov\На гулянье в Сокольниках (Чехов).txt;A_P_Chehov
64;196;1362;6594;23;496;./data/A_P_Chehov\На даче (Чехов).txt;A_P_Chehov
22;73;587;2940;8;182;./data/A_P_Chehov\На кладбище (Чехов).txt;A_P_Chehov
42;123;639;3320;10;250;./data/A_P_Chehov\На магнетическом сеансе (Чехов).txt;A_P_Chehov
59;188;1667;8155;15;522;./data/A_P_Chehov\На мельнице (Чехов).txt;A_P_Chehov
18;68;501;2443;1;149;./data/A_P_Chehov\На охоте (Чехов).txt;A_P_Chehov
74;205;2479;12086;17;739;./data/A_P_Chehov\На подводе (Чехов).txt;A_P_Chehov
37;169;1961;9930;7;496;./data/A_P_Chehov\На реке (Чехов).txt;A_P_Chehov
52;128;1321;6599;10;405;./data/A_P_Chehov\На святках (Чехов).txt;A_P_Chehov
39;104;1401;6972;10;356;./data/A_P_Chehov\На страстной неделе (Чехов).txt;A_P_Chehov
39;137;1059;5303;14;357;./data/A_P_Chehov\На чужбине (Чехов).txt;A_P_Chehov
42;129;910;4994;10;342;./data/A_P_Chehov\Надлежащие меры (Чехов).txt;A_P_Chehov
3;9;87;467;1;27;./data/A_P_Chehov\Надул (Чехов).txt;A_P_Chehov
12;88;849;4219;7;221;./data/A_P_Chehov\Наивный леший (Чехов).txt;A_P_Chehov
49;175;1310;6664;24;480;./data/A_P_Chehov\Накануне поста (Чехов).txt;A_P_Chehov
58;222;1279;6386;23;509;./data/A_P_Chehov\Налим (Чехов).txt;A_P_Chehov
37;108;547;2726;7;217;./data/A_P_Chehov\Нарвался (Чехов).txt;A_P_Chehov
54;186;1695;8293;13;505;./data/A_P_Chehov\Нахлебники (Чехов).txt;A_P_Chehov
3;19;137;721;0;40;./data/A_P_Chehov\Находчивость г. Родона (Чехов).txt;A_P_Chehov
32;115;845;4375;10;262;./data/A_P_Chehov\Начальник станции (Чехов).txt;A_P_Chehov
20;74;497;2480;4;190;./data/A_P_Chehov\Не в духе (Чехов).txt;A_P_Chehov
30;155;1125;5689;12;395;./data/A_P_Chehov\Не судьба! (Чехов).txt;A_P_Chehov
6;12;98;580;1;21;./data/A_P_Chehov\Не тлетворные мысли (Чехов).txt;A_P_Chehov
158;465;5623;27249;28;1717;./data/A_P_Chehov\Невеста (Чехов).txt;A_P_Chehov
44;218;1398;7042;21;539;./data/A_P_Chehov\Невидимые миру слезы (Чехов).txt;A_P_Chehov
60;178;1370;7399;15;470;./data/A_P_Chehov\Недобрая ночь (Чехов).txt;A_P_Chehov
72;200;1294;6438;30;516;./data/A_P_Chehov\Недоброе дело (Чехов).txt;A_P_Chehov
51;159;1386;6701;19;437;./data/A_P_Chehov\Ненастье (Чехов).txt;A_P_Chehov
912;3324;24510;125325;390;7424;./data/A_P_Chehov\Ненужная победа (Чехов).txt;A_P_Chehov
12;27;187;917;2;74;./data/A_P_Chehov\Необходимое предисловие (Чехов).txt;A_P_Chehov
47;126;1158;5996;4;368;./data/A_P_Chehov\Необыкновенный (Чехов).txt;A_P_Chehov
39;118;1077;5401;23;356;./data/A_P_Chehov\Неосторожность (Чехов).txt;A_P_Chehov
80;214;1790;8843;28;591;./data/A_P_Chehov\Неприятная история (Чехов).txt;A_P_Chehov
152;512;5678;28286;71;1601;./data/A_P_Chehov\Неприятность (Чехов).txt;A_P_Chehov
34;133;1044;5318;16;339;./data/A_P_Chehov\Нервы (Чехов).txt;A_P_Chehov
4;14;155;876;0;37;./data/A_P_Chehov\Несколько мыслей о душе (Чехов).txt;A_P_Chehov
12;32;299;1631;4;83;./data/A_P_Chehov\Несообразные мысли (Чехов).txt;A_P_Chehov
109;344;3813;18867;38;1089;./data/A_P_Chehov\Несчастье (Чехов).txt;A_P_Chehov
24;77;467;2391;5;183;./data/A_P_Chehov\Неудача (Чехов).txt;A_P_Chehov
16;34;116;592;4;55;./data/A_P_Chehov\Неудачный визит (Чехов).txt;A_P_Chehov
40;148;840;4630;8;322;./data/A_P_Chehov\Нечистые трагики и прокажённые драматурги (Чехов).txt;A_P_Chehov
13;16;207;1241;0;52;./data/A_P_Chehov\Нечто серьёзное (Чехов).txt;A_P_Chehov
35;153;1368;6605;18;412;./data/A_P_Chehov\Ниночка (Чехов).txt;A_P_Chehov
50;161;1478;7294;20;460;./data/A_P_Chehov\Нищий (Чехов).txt;A_P_Chehov
2;9;67;425;0;12;./data/A_P_Chehov\Новая болезнь и старое средство (Чехов).txt;A_P_Chehov
115;377;4036;19472;27;1268;./data/A_P_Chehov\Новая дача (Чехов).txt;A_P_Chehov
11;65;563;3117;3;148;./data/A_P_Chehov\Новейший письмовник (Чехов).txt;A_P_Chehov
31;107;669;3494;12;231;./data/A_P_Chehov\Новогодние великомученики (Чехов).txt;A_P_Chehov
61;192;1387;6995;26;501;./data/A_P_Chehov\Новогодняя пытка (Чехов).txt;A_P_Chehov
26;91;990;5023;2;303;./data/A_P_Chehov\Ночь на кладбище (Чехов).txt;A_P_Chehov
53;177;1388;6987;12;475;./data/A_P_Chehov\Ночь перед судом (Чехов).txt;A_P_Chehov
48;150;926;4980;9;367;./data/A_P_Chehov\Ну, публика! (Чехов).txt;A_P_Chehov
7;101;1198;5980;3;311;./data/A_P_Chehov\Нытьё (Чехов).txt;A_P_Chehov
4;25;234;1282;2;73;./data/A_P_Chehov\О бренности (Чехов).txt;A_P_Chehov
18;88;618;3181;12;226;./data/A_P_Chehov\О драме (Чехов).txt;A_P_Chehov
8;42;616;3363;0;132;./data/A_P_Chehov\О женщинах (Чехов).txt;A_P_Chehov
18;69;439;2307;10;161;./data/A_P_Chehov\О женщины, женщины! (Чехов).txt;A_P_Chehov
48;150;3056;14412;13;704;./data/A_P_Chehov\О любви (Чехов).txt;A_P_Chehov
8;101;1646;9210;1;371;./data/A_P_Chehov\О марте. Об апреле. О мае. Об июне и июле. Об августе (Чехов).txt;A_P_Chehov
28;122;885;4183;11;287;./data/A_P_Chehov\О том, как я в законный брак вступил (Чехов).txt;A_P_Chehov
11;24;218;1139;2;64;./data/A_P_Chehov\О том, о сём (Чехов).txt;A_P_Chehov
29;156;1286;6481;5;427;./data/A_P_Chehov\Оба лучше (Чехов).txt;A_P_Chehov
5;16;159;849;0;38;./data/A_P_Chehov\Обер-верхи (Чехов).txt;A_P_Chehov
17;139;1302;6287;12;394;./data/A_P_Chehov\Общее образование (Чехов).txt;A_P_Chehov
62;197;1686;8574;18;515;./data/A_P_Chehov\Обыватели (Чехов).txt;A_P_Chehov
214;863;11688;57878;73;3030;./data/A_P_Chehov\Огни (Чехов).txt;A_P_Chehov
34;220;1915;9351;25;601;./data/A_P_Chehov\Один из многих (Чехов).txt;A_P_Chehov
57;227;2364;11848;12;604;./data/A_P_Chehov\Он и она (Чехов).txt;A_P_Chehov
104;401;2795;14018;43;904;./data/A_P_Chehov\Он понял! (Чехов).txt;A_P_Chehov
26;118;757;3804;12;255;./data/A_P_Chehov\Опекун (Чехов).txt;A_P_Chehov
25;89;914;4937;8;273;./data/A_P_Chehov\Оратор (Чехов).txt;A_P_Chehov
29;101;830;4447;1;251;./data/A_P_Chehov\Орден (Чехов).txt;A_P_Chehov
58;251;1625;8021;24;538;./data/A_P_Chehov\Осенью (Чехов).txt;A_P_Chehov
58;200;1523;7643;12;549;./data/A_P_Chehov\От нечего делать (Чехов).txt;A_P_Chehov
8;29;205;1122;1;63;./data/A_P_Chehov\Отвергнутая любовь (Чехов).txt;A_P_Chehov
70;266;2223;10463;16;727;./data/A_P_Chehov\Отец (Чехов).txt;A_P_Chehov
41;153;1080;5446;34;385;./data/A_P_Chehov\Отец семейства (Чехов).txt;A_P_Chehov
55;174;1336;6508;20;430;./data/A_P_Chehov\Отрава (Чехов).txt;A_P_Chehov
6;34;396;2047;3;105;./data/A_P_Chehov\Отрывок (Чехов).txt;A_P_Chehov
17;66;545;2787;3;140;./data/A_P_Chehov\Отставной раб (Чехов).txt;A_P_Chehov
41;137;1416;7528;17;417;./data/A_P_Chehov\Панихида (Чехов).txt;A_P_Chehov
86;315;1633;8077;43;661;./data/A_P_Chehov\Папаша (Чехов).txt;A_P_Chehov
43;167;2145;10837;8;488;./data/A_P_Chehov\Пари (Чехов).txt;A_P_Chehov
43;210;2014;10358;32;627;./data/A_P_Chehov\Пассажир 1-го класса (Чехов).txt;A_P_Chehov
13;54;418;2326;0;113;./data/A_P_Chehov\Патриот своего отечества (Чехов).txt;A_P_Chehov
49;180;1279;6716;12;473;./data/A_P_Chehov\Певчие (Чехов).txt;A_P_Chehov
60;227;1562;7996;34;552;./data/A_P_Chehov\Первый дебют (Чехов).txt;A_P_Chehov
55;163;1292;6962;12;456;./data/A_P_Chehov\Первый любовник (Чехов).txt;A_P_Chehov
21;109;723;3694;4;261;./data/A_P_Chehov\Перед затмением (Чехов).txt;A_P_Chehov
16;198;1416;6841;27;423;./data/A_P_Chehov\Перед свадьбой (Чехов).txt;A_P_Chehov
18;59;300;1568;9;121;./data/A_P_Chehov\Пережитое (Чехов).txt;A_P_Chehov
86;309;4524;23006;21;1137;./data/A_P_Chehov\Перекати-поле (Чехов).txt;A_P_Chehov
70;239;2021;10125;35;659;./data/A_P_Chehov\Переполох (Чехов).txt;A_P_Chehov
11;24;182;1116;0;44;./data/A_P_Chehov\Перепутанные объявления (Чехов).txt;A_P_Chehov
25;93;979;4968;9;274;./data/A_P_Chehov\Персона (Чехов).txt;A_P_Chehov
190;594;3255;17424;77;1259;./data/A_P_Chehov\Петров день (Чехов).txt;A_P_Chehov
68;233;3008;14343;20;947;./data/A_P_Chehov\Печенег (Чехов).txt;A_P_Chehov
29;106;932;4900;8;297;./data/A_P_Chehov\Писатель (Чехов).txt;A_P_Chehov
10;44;418;2174;2;109;./data/A_P_Chehov\Письма (Чехов).txt;A_P_Chehov
102;388;3281;16113;60;1076;./data/A_P_Chehov\Письмо (Чехов, 1887).txt;A_P_Chehov
19;113;1607;7960;10;399;./data/A_P_Chehov\Письмо (Чехов, конец 1880-х — начало 1890-х годов).txt;A_P_Chehov
5;36;295;1460;1;100;./data/A_P_Chehov\Письмо в редакцию (Чехов).txt;A_P_Chehov
1;16;99;535;0;24;./data/A_P_Chehov\Письмо к репортёру (Чехов).txt;A_P_Chehov
4;89;1307;6789;8;212;./data/A_P_Chehov\Письмо к учёному соседу (Чехов).txt;A_P_Chehov
8;9;104;503;0;38;./data/A_P_Chehov\Плоды долгих размышлений (Чехов).txt;A_P_Chehov
120;354;4593;22419;30;1488;./data/A_P_Chehov\По делам службы (Чехов).txt;A_P_Chehov
13;53;496;2627;2;159;./data/A_P_Chehov\По-американски (Чехов).txt;A_P_Chehov
66;168;1340;6948;32;450;./data/A_P_Chehov\Полинька (Чехов).txt;A_P_Chehov
50;208;1141;5647;25;465;./data/A_P_Chehov\После бенефиса (Чехов).txt;A_P_Chehov
20;59;882;4182;2;226;./data/A_P_Chehov\После театра (Чехов).txt;A_P_Chehov
54;159;1258;6359;21;409;./data/A_P_Chehov\Последняя могиканша (Чехов).txt;A_P_Chehov
103;386;5495;28432;33;1367;./data/A_P_Chehov\Поцелуй (Чехов).txt;A_P_Chehov
54;168;1629;8378;14;454;./data/A_P_Chehov\Почта (Чехов).txt;A_P_Chehov
20;70;836;4674;1;233;./data/A_P_Chehov\Правила для начинающих авторов (Чехов).txt;A_P_Chehov
45;159;910;4627;16;349;./data/A_P_Chehov\Праздничная повинность (Чехов).txt;A_P_Chehov
12;33;352;1893;1;84;./data/A_P_Chehov\Праздничные (Чехов).txt;A_P_Chehov
21;41;313;1701;3;110;./data/A_P_Chehov\Предложение (рассказ, Чехов).txt;A_P_Chehov
3;5;123;740;0;23;./data/A_P_Chehov\Предписание (Чехов).txt;A_P_Chehov
46;155;1462;7211;10;417;./data/A_P_Chehov\Приданое (Чехов).txt;A_P_Chehov
8;24;188;894;0;51;./data/A_P_Chehov\Признательный немец (Чехов).txt;A_P_Chehov
205;604;6536;32888;78;1945;./data/A_P_Chehov\Припадок (Чехов).txt;A_P_Chehov
43;132;1055;5453;10;379;./data/A_P_Chehov\Произведение искусства (Чехов).txt;A_P_Chehov
43;140;1744;8343;8;537;./data/A_P_Chehov\Происшествие (Чехов).txt;A_P_Chehov
55;210;1269;6047;29;450;./data/A_P_Chehov\Пропащее дело (Чехов).txt;A_P_Chehov
21;81;608;2998;3;187;./data/A_P_Chehov\Протекция (Чехов).txt;A_P_Chehov
14;22;225;1075;1;76;./data/A_P_Chehov\Прощение (Чехов).txt;A_P_Chehov
28;145;1087;5349;17;380;./data/A_P_Chehov\Психопаты (Чехов).txt;A_P_Chehov
64;238;2913;15082;18;801;./data/A_P_Chehov\Пустой случай (Чехов).txt;A_P_Chehov
68;209;1590;7883;26;562;./data/A_P_Chehov\Пьяные (Чехов).txt;A_P_Chehov
31;83;470;2552;9;161;./data/A_P_Chehov\Радость (Чехов).txt;A_P_Chehov
45;158;985;5124;19;335;./data/A_P_Chehov\Раз в год (Чехов).txt;A_P_Chehov
24;122;543;2562;25;224;./data/A_P_Chehov\Разговор человека с собакой (Чехов).txt;A_P_Chehov
28;87;476;2288;11;164;./data/A_P_Chehov\Размазня (Чехов).txt;A_P_Chehov
45;152;1391;6999;9;437;./data/A_P_Chehov\Рано! (Чехов).txt;A_P_Chehov
82;269;2432;12188;31;740;./data/A_P_Chehov\Рассказ без конца (Чехов).txt;A_P_Chehov
38;96;1323;6152;4;343;./data/A_P_Chehov\Рассказ госпожи NN (Чехов).txt;A_P_Chehov
26;107;1514;7786;4;375;./data/A_P_Chehov\Рассказ старшего садовника (Чехов).txt;A_P_Chehov
9;51;378;2176;3;144;./data/A_P_Chehov\Рассказ, которому трудно подобрать название (Чехов).txt;A_P_Chehov
17;70;474;2503;1;173;./data/A_P_Chehov\Ревнитель (Чехов).txt;A_P_Chehov
1;7;78;545;0;16;./data/A_P_Chehov\Реклама (Чехов).txt;A_P_Chehov
10;46;188;1106;1;84;./data/A_P_Chehov\Рекламы и объявления (Чехов).txt;A_P_Chehov
39;125;729;3722;21;292;./data/A_P_Chehov\Репетитор (Чехов).txt;A_P_Chehov
6;16;121;610;0;34;./data/A_P_Chehov\Репка (Чехов).txt;A_P_Chehov
13;68;393;1970;7;150;./data/A_P_Chehov\Речь и ремешок (Чехов).txt;A_P_Chehov
31;110;1001;5006;14;316;./data/A_P_Chehov\Розовый чулок (Чехов).txt;A_P_Chehov
1;1;15;81;0;3;./data/A_P_Chehov\Роман (Чехов).txt;A_P_Chehov
1;18;146;791;0;47;./data/A_P_Chehov\Роман адвоката (Чехов).txt;A_P_Chehov
65;185;1580;8057;16;493;./data/A_P_Chehov\Роман с контрабасом (Чехов).txt;A_P_Chehov
5;93;1098;6151;1;294;./data/A_P_Chehov\Руководство для желающих жениться (Чехов).txt;A_P_Chehov
23;114;1201;6062;14;303;./data/A_P_Chehov\Русский уголь (Чехов).txt;A_P_Chehov
23;81;775;4098;5;229;./data/A_P_Chehov\Рыбье дело (Чехов).txt;A_P_Chehov
19;69;680;3309;7;180;./data/A_P_Chehov\Рыбья любовь (Чехов).txt;A_P_Chehov
16;109;652;3404;6;251;./data/A_P_Chehov\Рыцари без страха и упрёка (Чехов).txt;A_P_Chehov
17;75;468;2338;7;164;./data/A_P_Chehov\Ряженые (Чехов, 1883).txt;A_P_Chehov
11;74;728;3810;3;224;./data/A_P_Chehov\Ряженые (Чехов, 1885).txt;A_P_Chehov
15;51;296;1460;0;103;./data/A_P_Chehov\С женой поссорился (Чехов).txt;A_P_Chehov
60;177;966;4923;11;364;./data/A_P_Chehov\Салон де варьете (Чехов).txt;A_P_Chehov
16;51;369;1834;1;115;./data/A_P_Chehov\Самообольщение (Чехов).txt;A_P_Chehov
11;24;167;869;3;57;./data/A_P_Chehov\Самый большой город (Чехов).txt;A_P_Chehov
48;153;1109;5515;27;396;./data/A_P_Chehov\Сапоги (Чехов).txt;A_P_Chehov
66;201;2014;9546;19;530;./data/A_P_Chehov\Сапожник и нечистая сила (Чехов).txt;A_P_Chehov
44;147;1023;5037;4;318;./data/A_P_Chehov\Сборник для детей (Чехов).txt;A_P_Chehov
60;185;1580;8443;17;545;./data/A_P_Chehov\Свадьба (рассказ, Чехов).txt;A_P_Chehov
51;207;1518;8143;16;529;./data/A_P_Chehov\Свадьба с генералом (Чехов).txt;A_P_Chehov
29;105;814;4193;6;257;./data/A_P_Chehov\Светлая личность (Чехов).txt;A_P_Chehov
67;226;2295;11106;19;717;./data/A_P_Chehov\Свирель (Чехов).txt;A_P_Chehov
38;177;1003;5093;24;394;./data/A_P_Chehov\Свистуны (Чехов).txt;A_P_Chehov
67;227;1416;6796;28;541;./data/A_P_Chehov\Святая простота (Чехов).txt;A_P_Chehov
88;309;3134;16144;24;882;./data/A_P_Chehov\Святою ночью (Чехов).txt;A_P_Chehov
110;258;1331;6774;43;541;./data/A_P_Chehov\Сельские эскулапы (Чехов).txt;A_P_Chehov
44;138;1089;5559;8;362;./data/A_P_Chehov\Серьёзный шаг (Чехов).txt;A_P_Chehov
33;117;1526;7390;8;404;./data/A_P_Chehov\Сильные ощущения (Чехов).txt;A_P_Chehov
21;101;984;5080;6;302;./data/A_P_Chehov\Симулянты (Чехов).txt;A_P_Chehov
43;125;1503;7943;7;490;./data/A_P_Chehov\Сирена (Чехов).txt;A_P_Chehov
10;18;130;654;3;42;./data/A_P_Chehov\Сказка (Чехов).txt;A_P_Chehov
106;385;2513;12686;37;881;./data/A_P_Chehov\Скверная история (Чехов).txt;A_P_Chehov
62;216;1332;6864;31;534;./data/A_P_Chehov\Скорая помощь (Чехов).txt;A_P_Chehov
67;237;3020;14556;17;773;./data/A_P_Chehov\Скрипка Ротшильда (Чехов).txt;A_P_Chehov
122;416;3967;20332;43;1071;./data/A_P_Chehov\Скука жизни (Чехов).txt;A_P_Chehov
428;1406;18094;90544;139;4604;./data/A_P_Chehov\Скучная история (Чехов).txt;A_P_Chehov
57;148;1385;6890;11;414;./data/A_P_Chehov\Следователь (Чехов).txt;A_P_Chehov
23;105;689;3493;11;226;./data/A_P_Chehov\Слова, слова и слова (Чехов).txt;A_P_Chehov
9;9;115;669;0;20;./data/A_P_Chehov\Словотолкователь для «барышень» (Чехов).txt;A_P_Chehov
10;29;313;1666;2;88;./data/A_P_Chehov\Служебные пометки (Чехов).txt;A_P_Chehov
8;27;297;1575;2;85;./data/A_P_Chehov\Случаи mania grandiosa (Чехов).txt;A_P_Chehov
93;239;3227;16070;19;977;./data/A_P_Chehov\Случай из практики (Чехов).txt;A_P_Chehov
15;83;651;3576;5;181;./data/A_P_Chehov\Случай из судебной практики (Чехов).txt;A_P_Chehov
27;121;773;3777;22;293;./data/A_P_Chehov\Случай с классиком (Чехов).txt;A_P_Chehov
30;98;677;3535;5;269;./data/A_P_Chehov\Смерть чиновника (Чехов).txt;A_P_Chehov
54;145;1407;7214;7;387;./data/A_P_Chehov\Событие (Чехов).txt;A_P_Chehov
15;84;378;1878;7;155;./data/A_P_Chehov\Совет (Чехов).txt;A_P_Chehov
11;59;328;1767;5;125;./data/A_P_Chehov\Современные молитвы (Чехов).txt;A_P_Chehov
43;165;1488;7505;11;434;./data/A_P_Chehov\Сон (Чехов).txt;A_P_Chehov
31;111;743;3860;7;260;./data/A_P_Chehov\Сон репортёра (Чехов).txt;A_P_Chehov
19;105;1113;5708;4;365;./data/A_P_Chehov\Сонная одурь (Чехов).txt;A_P_Chehov
120;460;5749;28408;28;1544;./data/A_P_Chehov\Соседи (Чехов).txt;A_P_Chehov
60;166;1565;7835;12;465;./data/A_P_Chehov\Спать хочется (Чехов).txt;A_P_Chehov
15;20;173;1106;0;73;./data/A_P_Chehov\Список лиц, имеющих право на бесплатный проезд по русским железным дорогам (Чехов).txt;A_P_Chehov
1;19;134;853;0;52;./data/A_P_Chehov\Список экспонентов, удостоенных чугунных медалей по русскому отделу на выставке в Амстердаме (Чехов).txt;A_P_Chehov
30;75;634;3291;10;182;./data/A_P_Chehov\Справка (Чехов).txt;A_P_Chehov
57;197;1534;7856;28;527;./data/A_P_Chehov\Средство от запоя (Чехов).txt;A_P_Chehov
25;180;1350;6391;23;480;./data/A_P_Chehov\Староста (Чехов).txt;A_P_Chehov
45;186;1406;6984;26;506;./data/A_P_Chehov\Старость (Чехов).txt;A_P_Chehov
32;145;1774;8667;6;438;./data/A_P_Chehov\Старый дом (Чехов).txt;A_P_Chehov
14;36;395;2153;1;123;./data/A_P_Chehov\Статистика (Чехов).txt;A_P_Chehov
23;79;636;3136;7;249;./data/A_P_Chehov\Стена (Чехов).txt;A_P_Chehov
64;202;1467;7489;29;515;./data/A_P_Chehov\Страдальцы (Чехов).txt;A_P_Chehov
37;163;1161;5570;24;361;./data/A_P_Chehov\Стража под стражей (Чехов).txt;A_P_Chehov
86;283;3874;18326;19;968;./data/A_P_Chehov\Страх (Чехов).txt;A_P_Chehov
50;150;1696;8467;13;423;./data/A_P_Chehov\Страхи (Чехов).txt;A_P_Chehov
49;171;1835;9109;21;501;./data/A_P_Chehov\Страшная ночь (Чехов).txt;A_P_Chehov
20;68;1124;5598;2;320;./data/A_P_Chehov\Студент (Чехов).txt;A_P_Chehov
60;196;1063;5410;27;420;./data/A_P_Chehov\Суд (Чехов).txt;A_P_Chehov
55;149;1989;9533;14;533;./data/A_P_Chehov\Супруга (Чехов).txt;A_P_Chehov
18;65;505;2402;6;143;./data/A_P_Chehov\Сущая правда (Чехов).txt;A_P_Chehov
64;218;1303;6619;29;474;./data/A_P_Chehov\Счастливчик (Чехов).txt;A_P_Chehov
74;232;2785;13905;17;816;./data/A_P_Chehov\Счастье (Чехов).txt;A_P_Chehov
4;22;224;1376;0;65;./data/A_P_Chehov\Съезд естествоиспытателей в Филадельфии (Чехов).txt;A_P_Chehov
15;60;290;1557;9;127;./data/A_P_Chehov\Тёмною ночью (Чехов).txt;A_P_Chehov
26;107;619;2719;17;217;./data/A_P_Chehov\Тёща-адвокат (Чехов).txt;A_P_Chehov
49;129;1123;6200;17;368;./data/A_P_Chehov\Тайна (Чехов).txt;A_P_Chehov
58;269;1689;8383;12;511;./data/A_P_Chehov\Тайны ста сорока четырех катастроф, или Русский Рокамболь (Чехов).txt;A_P_Chehov
118;457;5215;26188;37;1310;./data/A_P_Chehov\Тайный советник (Чехов).txt;A_P_Chehov
39;130;1211;6214;12;363;./data/A_P_Chehov\Талант (Чехов).txt;A_P_Chehov
30;190;1416;7024;22;524;./data/A_P_Chehov\Тапёр (Чехов).txt;A_P_Chehov
49;138;1083;5147;22;386;./data/A_P_Chehov\Темнота (Чехов).txt;A_P_Chehov
9;118;1001;5679;0;295;./data/A_P_Chehov\Темпераменты (Чехов).txt;A_P_Chehov
157;555;5153;25926;59;1554;./data/A_P_Chehov\Тина (Чехов).txt;A_P_Chehov
61;173;1841;9228;12;542;./data/A_P_Chehov\Тиф (Чехов).txt;A_P_Chehov
39;119;1250;6266;12;389;./data/A_P_Chehov\То была она! (Чехов).txt;A_P_Chehov
17;87;511;2725;13;193;./data/A_P_Chehov\Толстый и тонкий (Чехов).txt;A_P_Chehov
30;132;884;4495;6;311;./data/A_P_Chehov\Торжество победителя (Чехов).txt;A_P_Chehov
5;30;423;2212;1;94;./data/A_P_Chehov\Тост прозаиков (Чехов).txt;A_P_Chehov
36;110;1041;5322;2;295;./data/A_P_Chehov\Трагик (Чехов).txt;A_P_Chehov
696;2049;26893;131249;159;7254;./data/A_P_Chehov\Три года (Чехов).txt;A_P_Chehov
42;149;1044;4969;13;366;./data/A_P_Chehov\Трифон (Чехов).txt;A_P_Chehov
56;226;1840;9536;26;620;./data/A_P_Chehov\Тряпка (Чехов).txt;A_P_Chehov
30;86;827;4409;4;278;./data/A_P_Chehov\Тссс! (Чехов).txt;A_P_Chehov
64;195;1357;6693;36;532;./data/A_P_Chehov\Ты и вы (Чехов).txt;A_P_Chehov
19;163;938;4826;7;262;./data/A_P_Chehov\Тысяча одна страсть, или Страшная ночь (Чехов).txt;A_P_Chehov
77;238;2229;10988;12;636;./data/A_P_Chehov\Тяжёлые люди (Чехов).txt;A_P_Chehov
6;42;496;2271;1;146;./data/A_P_Chehov\У Зелениных (Чехов).txt;A_P_Chehov
128;363;5432;26170;23;1537;./data/A_P_Chehov\У знакомых (Чехов).txt;A_P_Chehov
7;22;121;618;0;46;./data/A_P_Chehov\У постели больного (Чехов).txt;A_P_Chehov
22;96;1051;5749;1;281;./data/A_P_Chehov\У предводительши (Чехов).txt;A_P_Chehov
50;121;505;2523;27;274;./data/A_P_Chehov\У телефона (Чехов).txt;A_P_Chehov
149;552;9171;44323;29;2268;./data/A_P_Chehov\Убийство (Чехов).txt;A_P_Chehov
3;11;131;669;2;34;./data/A_P_Chehov\Угроза (Чехов).txt;A_P_Chehov
39;138;1163;5539;13;367;./data/A_P_Chehov\Удав и кролик (Чехов).txt;A_P_Chehov
25;85;631;3121;16;210;./data/A_P_Chehov\Умный дворник (Чехов).txt;A_P_Chehov
23;142;1188;6009;35;405;./data/A_P_Chehov\Унтер Пришибеев (Чехов).txt;A_P_Chehov
57;215;1497;7476;35;508;./data/A_P_Chehov\Упразднили! (Чехов).txt;A_P_Chehov
35;113;1119;5479;12;296;./data/A_P_Chehov\Устрицы (Чехов).txt;A_P_Chehov
39;129;907;4752;9;297;./data/A_P_Chehov\Утопленник (Чехов).txt;A_P_Chehov
53;201;1994;10471;15;590;./data/A_P_Chehov\Учитель (Чехов).txt;A_P_Chehov
209;552;6995;34711;36;1852;./data/A_P_Chehov\Учитель словесности (Чехов).txt;A_P_Chehov
21;81;397;1930;14;142;./data/A_P_Chehov\Ушла (Чехов).txt;A_P_Chehov
22;72;461;2436;7;164;./data/A_P_Chehov\Филантроп (Чехов).txt;A_P_Chehov
9;25;193;1053;0;75;./data/A_P_Chehov\Философские определения жизни (Чехов).txt;A_P_Chehov
11;16;193;1074;2;62;./data/A_P_Chehov\Финтифлюшки (Чехов).txt;A_P_Chehov
34;148;947;4760;7;379;./data/A_P_Chehov\Хирургия (Чехов).txt;A_P_Chehov
17;144;696;3439;15;274;./data/A_P_Chehov\Хитрец (Чехов).txt;A_P_Chehov
142;468;5067;26095;39;1373;./data/A_P_Chehov\Холодная кровь (Чехов).txt;A_P_Chehov
60;189;1576;7561;22;505;./data/A_P_Chehov\Хористка (Чехов).txt;A_P_Chehov
79;261;3111;16088;27;832;./data/A_P_Chehov\Хорошие люди (Чехов).txt;A_P_Chehov
47;122;1134;5779;16;354;./data/A_P_Chehov\Хороший конец (Чехов).txt;A_P_Chehov
43;170;1518;7911;10;442;./data/A_P_Chehov\Художество (Чехов).txt;A_P_Chehov
420;1369;11416;59228;133;3344;./data/A_P_Chehov\Цветы запоздалые (Чехов).txt;A_P_Chehov
31;170;1073;5540;15;428;./data/A_P_Chehov\Циник (Чехов).txt;A_P_Chehov
220;756;9682;47420;70;2619;./data/A_P_Chehov\Чёрный монах (Чехов).txt;A_P_Chehov
5;18;181;911;2;54;./data/A_P_Chehov\Человек (Чехов).txt;A_P_Chehov
93;285;4007;19499;28;1164;./data/A_P_Chehov\Человек в футляре (Чехов).txt;A_P_Chehov
42;135;929;4935;5;318;./data/A_P_Chehov\Чтение (Чехов).txt;A_P_Chehov
8;15;120;666;1;41;./data/A_P_Chehov\Что лучше (Чехов).txt;A_P_Chehov
